payment_id,loan_id,payment_amount,payment_date
PMT0001682,LON0002751,1257.1,2019-12-29
PMT0001683,LON0002188,1843.3,2018-10-15
PMT0001684,LON0000834,7552.68,2021-08-03
PMT0001685,LON0001551,3422.54,2018-04-18
PMT0001686,LON0001277,6719.3,2023-08-20
PMT0001687,LON0000323,957.3,2024-02-05
PMT0001688,LON0002583,7182.88,2020-10-27
PMT0001689,LON0002916,9606.53,2022-03-06
PMT0001690,LON0002615,6044.51,2018-02-16
PMT0001691,LON0002341,3850.68,2022-07-07
PMT0001692,LON0001239,6974.74,2020-11-07
PMT0001693,LON0001694,8759.33,2019-04-06
PMT0001694,LON0000532,5275.04,2022-04-17
PMT0001695,LON0002054,7052.25,2018-03-12
PMT0001696,LON0001988,4329.23,2021-06-03
PMT0001697,LON0000756,2009.03,2018-10-05
PMT0001698,LON0000326,4230.17,2022-12-22
PMT0001699,LON0002903,9083.9,2019-12-31
PMT0001700,LON0000908,8927.97,2024-10-06
PMT0001701,LON0002158,9952.07,2023-01-31
PMT0001702,LON0002072,2336.99,2022-08-31
PMT0001703,LON0000718,7306.34,2020-07-14
PMT0001704,LON0001789,6121.36,2023-01-18
PMT0001705,LON0001551,4176.65,2019-11-04
PMT0001706,LON0001615,9403.49,2022-06-23
PMT0001707,LON0001278,707.56,2018-08-08
PMT0001708,LON0000811,9929.27,2020-08-28
PMT0001709,LON0001809,4218.04,2023-03-16
PMT0001710,LON0001157,553.92,2022-01-19
PMT0001711,LON0002340,5659.17,2022-10-22
PMT0001712,LON0002148,5306.31,2022-02-18
PMT0001713,LON0002526,1784.01,2019-01-10
PMT0001714,LON0002159,8056.87,2019-01-04
PMT0001715,LON0002185,5687.49,2024-10-17
PMT0001716,LON0000643,8037.91,2020-09-14
PMT0001717,LON0002344,667.5,2019-03-01
PMT0001718,LON0001223,7469.42,2021-11-24
PMT0001719,LON0000868,5928.22,2022-06-18
PMT0001720,LON0002391,7322.13,2022-05-16
PMT0001721,LON0000600,8656.64,2022-12-06
PMT0001722,LON0000633,6809.27,2022-07-02
PMT0001723,LON0001183,2846.63,2020-11-21
PMT0001724,LON0001258,7081.84,2018-04-07
PMT0001725,LON0001850,9842.97,2023-08-26
PMT0001726,LON0000960,5827.39,2021-11-11
PMT0001727,LON0002151,9454.06,2021-12-21
PMT0001728,LON0000924,1667.07,2023-08-11
PMT0001729,LON0000982,9843.79,2019-01-27
PMT0001730,LON0000242,6534.09,2024-07-14
PMT0001731,LON0002824,478.0,2020-06-13
PMT0001732,LON0000456,1432.22,2022-05-29
PMT0001733,LON0001994,8806.36,2024-06-22
PMT0001734,LON0000905,3198.44,2023-03-21
PMT0001735,LON0000844,6722.63,2021-11-19
PMT0001736,LON0000146,6458.64,2023-09-24
PMT0001737,LON0001818,4870.36,2023-11-28
PMT0001738,LON0002404,7938.77,2020-05-14
PMT0001739,LON0002371,177.79,2018-12-15
PMT0001740,LON0002474,1167.39,2023-12-01
PMT0001741,LON0002989,5508.16,2020-05-12
PMT0001742,LON0002888,4345.88,2024-01-17
PMT0001743,LON0001873,4829.39,2023-06-12
PMT0001744,LON0000616,9864.07,2021-03-07
PMT0001745,LON0000828,1262.07,2023-10-29
PMT0001746,LON0002393,9031.19,2023-04-20
PMT0001747,LON0000164,2950.01,2019-05-27
PMT0001748,LON0001777,6103.59,2018-05-23
PMT0001749,LON0000929,6478.2,2022-10-30
PMT0001750,LON0001945,573.92,2018-10-17
PMT0001751,LON0002639,9395.23,2024-09-18
PMT0001752,LON0002508,2761.69,2022-12-08
PMT0001753,LON0002256,6061.02,2022-11-05
PMT0001754,LON0000789,5418.73,2022-10-31
PMT0001755,LON0002819,8055.86,2019-12-29
PMT0001756,LON0000384,2461.4,2024-12-23
PMT0001757,LON0000736,287.8,2021-07-03
PMT0001758,LON0001709,5904.2,2022-04-27
PMT0001759,LON0002275,9427.74,2019-05-04
PMT0001760,LON0001450,9049.28,2019-01-20
PMT0001761,LON0001658,641.09,2021-01-01
PMT0001762,LON0002920,6774.55,2024-01-04
PMT0001763,LON0000141,3385.55,2022-03-21
PMT0001764,LON0002722,9711.57,2024-05-03
PMT0001765,LON0001764,7229.38,2022-10-18
PMT0001766,LON0002880,757.87,2021-04-26
PMT0001767,LON0002982,5606.27,2024-12-22
PMT0001768,LON0002069,1483.84,2020-12-25
PMT0001769,LON0002553,2470.78,2018-08-16
PMT0001770,LON0002642,238.13,2019-02-24
PMT0001771,LON0000998,6048.58,2020-03-21
PMT0001772,LON0000189,1577.64,2022-12-05
PMT0001773,LON0001410,5468.16,2018-12-20
PMT0001774,LON0001870,1751.56,2018-05-27
PMT0001775,LON0001250,4628.75,2018-11-08
PMT0001776,LON0001381,3090.01,2019-06-06
PMT0001777,LON0000070,4182.97,2021-04-21
PMT0001778,LON0000388,5868.2,2024-12-15
PMT0001779,LON0001712,7924.85,2020-08-25
PMT0001780,LON0001814,8410.8,2024-10-05
PMT0001781,LON0002426,3285.34,2022-08-30
PMT0001782,LON0001351,6024.6,2021-06-11
PMT0001783,LON0000367,4513.82,2022-01-19
PMT0001784,LON0001973,5269.73,2022-06-28
PMT0001785,LON0001486,5008.19,2021-06-20
PMT0001786,LON0001621,5962.54,2024-10-13
PMT0001787,LON0000790,6598.63,2024-10-28
PMT0001788,LON0000240,3066.24,2018-01-12
PMT0001789,LON0002669,4536.41,2018-09-18
PMT0001790,LON0001631,3702.98,2024-11-27
PMT0001791,LON0002853,8162.89,2022-07-17
PMT0001792,LON0000749,831.59,2022-06-25
PMT0001793,LON0001749,7152.48,2020-05-29
PMT0001794,LON0000896,2489.73,2023-12-10
PMT0001795,LON0000710,4361.75,2023-12-05
PMT0001796,LON0002189,6135.83,2019-11-18
PMT0001797,LON0000482,2473.26,2022-10-29
PMT0001798,LON0002899,1089.46,2019-04-12
PMT0001799,LON0000957,809.46,2024-02-18
PMT0001800,LON0002480,2467.89,2023-02-14
PMT0001801,LON0000396,346.8,2023-04-06
PMT0001802,LON0001541,8536.73,2019-01-24
PMT0001803,LON0002403,3399.51,2021-08-12
PMT0001804,LON0001837,4573.69,2024-09-22
PMT0001805,LON0002367,8486.54,2022-01-15
PMT0001806,LON0000671,4009.72,2020-03-07
PMT0001807,LON0002253,6278.04,2018-01-31
PMT0001808,LON0000005,339.44,2024-08-29
PMT0001809,LON0000745,5683.5,2018-07-18
PMT0001810,LON0002980,2640.69,2023-04-21
PMT0001811,LON0002185,5162.31,2024-02-12
PMT0001812,LON0000569,8682.84,2021-11-26
PMT0001813,LON0000601,3127.54,2023-07-11
PMT0001814,LON0001820,1562.75,2020-09-18
PMT0001815,LON0000030,314.58,2024-04-29
PMT0001816,LON0001688,4722.14,2023-02-17
PMT0001817,LON0001069,620.65,2022-09-27
PMT0001818,LON0001755,2954.08,2018-10-16
PMT0001819,LON0001289,8159.33,2018-12-28
PMT0001820,LON0001581,5655.54,2024-11-03
PMT0001821,LON0000604,4719.94,2023-01-05
PMT0001822,LON0000834,9409.75,2019-01-23
PMT0001823,LON0002020,6866.75,2019-08-26
PMT0001824,LON0000013,9761.39,2022-10-30
PMT0001825,LON0002874,3243.13,2018-09-19
PMT0001826,LON0001392,8184.35,2020-02-14
PMT0001827,LON0001693,5144.83,2020-12-03
PMT0001828,LON0000221,5944.37,2021-09-12
PMT0001829,LON0000618,8934.0,2020-06-28
PMT0001830,LON0001303,6466.69,2019-08-28
PMT0001831,LON0000123,9961.19,2020-08-06
PMT0001832,LON0001925,3030.42,2019-12-04
PMT0001833,LON0000357,8638.95,2020-10-11
PMT0001834,LON0001814,557.88,2019-12-10
PMT0001835,LON0002722,1927.45,2018-10-03
PMT0001836,LON0000458,6715.83,2019-08-22
PMT0001837,LON0002318,318.37,2021-03-20
PMT0001838,LON0002502,3016.9,2021-07-30
PMT0001839,LON0002011,2365.99,2018-09-12
PMT0001840,LON0002031,511.77,2020-04-05
PMT0001841,LON0002446,925.71,2022-07-22
PMT0001842,LON0000079,994.06,2018-06-28
PMT0001843,LON0002617,9925.77,2018-04-26
PMT0001844,LON0001455,7592.83,2018-03-20
PMT0001845,LON0001387,5557.31,2022-04-16
PMT0001846,LON0001761,3531.03,2022-07-23
PMT0001847,LON0001024,1438.36,2023-01-22
PMT0001848,LON0001170,5332.99,2021-12-16
PMT0001849,LON0002767,100.23,2018-02-17
PMT0001850,LON0000597,9923.9,2018-06-09
PMT0001851,LON0000001,2155.53,2023-01-23
PMT0001852,LON0002921,7655.36,2020-07-23
PMT0001853,LON0001077,269.31,2022-08-27
PMT0001854,LON0000656,7766.4,2020-08-08
PMT0001855,LON0001596,472.31,2021-08-08
PMT0001856,LON0002400,8093.33,2022-05-16
PMT0001857,LON0001306,144.15,2020-09-14
PMT0001858,LON0001666,7379.87,2021-09-07
PMT0001859,LON0000837,2851.02,2020-01-10
PMT0001860,LON0001207,5831.06,2023-04-23
PMT0001861,LON0002040,5325.37,2020-01-28
PMT0001862,LON0001368,8308.79,2020-03-04
PMT0001863,LON0000347,907.02,2019-03-30
PMT0001864,LON0002913,4038.09,2024-04-17
PMT0001865,LON0000429,8684.64,2019-04-18
PMT0001866,LON0000390,9788.57,2023-04-18
PMT0001867,LON0000764,8829.46,2022-06-17
PMT0001868,LON0002282,1011.23,2018-12-22
PMT0001869,LON0002399,6659.17,2022-02-19
PMT0001870,LON0000143,5576.38,2022-01-10
PMT0001871,LON0002477,8902.43,2022-03-03
PMT0001872,LON0001625,9385.69,2021-04-06
PMT0001873,LON0001209,8590.35,2024-09-29
PMT0001874,LON0000713,7893.67,2022-08-29
PMT0001875,LON0000872,1049.91,2024-02-07
PMT0001876,LON0001066,2374.46,2021-03-21
PMT0001877,LON0000374,5692.01,2024-04-27
PMT0001878,LON0002394,865.85,2021-07-31
PMT0001879,LON0000738,8368.8,2021-12-30
PMT0001880,LON0001133,9623.93,2022-01-28
PMT0001881,LON0001882,8943.78,2018-07-03
PMT0001882,LON0002139,4548.16,2022-12-10
PMT0001883,LON0001550,400.07,2021-03-04
PMT0001884,LON0000696,9424.54,2023-08-14
PMT0001885,LON0000608,4350.38,2021-09-21
PMT0001886,LON0000243,244.88,2021-08-23
PMT0001887,LON0002140,8328.71,2021-06-17
PMT0001888,LON0002394,5849.99,2020-07-14
PMT0001889,LON0002126,7253.62,2019-12-25
PMT0001890,LON0000847,597.41,2020-10-30
PMT0001891,LON0000419,3966.77,2024-01-08
PMT0001892,LON0000327,921.67,2019-03-31
PMT0001893,LON0000221,7082.63,2019-01-30
PMT0001894,LON0002017,4482.73,2019-08-02
PMT0001895,LON0001763,7548.15,2023-01-20
PMT0001896,LON0001870,2501.35,2021-07-18
PMT0001897,LON0000210,6038.71,2020-10-20
PMT0001898,LON0002293,2518.28,2024-06-12
PMT0001899,LON0000738,7906.97,2020-05-14
PMT0001900,LON0000500,2315.12,2018-08-03
PMT0001901,LON0000337,1500.74,2022-06-26
PMT0001902,LON0000519,4647.5,2020-02-17
PMT0001903,LON0000038,6257.32,2018-03-26
PMT0001904,LON0000981,9170.06,2022-03-31
PMT0001905,LON0000946,7659.82,2024-08-27
PMT0001906,LON0001486,4009.0,2022-07-08
PMT0001907,LON0001327,6313.41,2024-10-14
PMT0001908,LON0001298,6475.09,2021-04-12
PMT0001909,LON0000941,7671.38,2018-02-11
PMT0001910,LON0001541,2056.95,2020-01-08
PMT0001911,LON0002290,8269.31,2022-02-26
PMT0001912,LON0001151,1399.8,2021-01-04
PMT0001913,LON0001062,2040.02,2018-12-09
PMT0001914,LON0002962,3697.2,2019-12-26
PMT0001915,LON0000387,6838.09,2022-09-07
PMT0001916,LON0001655,1759.18,2020-12-30
PMT0001917,LON0000955,7122.78,2021-07-15
PMT0001918,LON0001676,7778.5,2022-12-13
PMT0001919,LON0002163,8609.97,2023-03-10
PMT0001920,LON0000210,8907.88,2022-09-11
PMT0001921,LON0000778,4317.05,2018-10-23
PMT0001922,LON0002995,3196.07,2021-08-03
PMT0001923,LON0000884,2046.24,2020-10-14
PMT0001924,LON0001697,7772.6,2024-09-21
PMT0001925,LON0002141,2821.08,2023-07-15
PMT0001926,LON0000464,1876.82,2022-05-30
PMT0001927,LON0000549,2132.28,2020-02-04
PMT0001928,LON0001313,4846.66,2023-09-25
PMT0001929,LON0001758,8601.87,2024-04-07
PMT0001930,LON0001972,8315.63,2019-04-21
PMT0001931,LON0001886,2374.23,2022-10-09
PMT0001932,LON0000870,6189.77,2024-07-22
PMT0001933,LON0001341,2613.06,2022-07-04
PMT0001934,LON0002319,7132.03,2018-01-16
PMT0001935,LON0000934,5853.09,2018-01-07
PMT0001936,LON0000580,7878.45,2023-06-03
PMT0001937,LON0002240,7306.48,2022-10-24
PMT0001938,LON0000510,5722.19,2020-02-09
PMT0001939,LON0001055,9300.23,2021-11-15
PMT0001940,LON0000582,9210.8,2021-09-03
PMT0001941,LON0000360,7206.1,2019-06-23
PMT0001942,LON0000398,1496.66,2021-11-11
PMT0001943,LON0000036,5125.69,2020-10-20
PMT0001944,LON0000422,831.4,2018-05-23
PMT0001945,LON0001002,1048.99,2020-06-03
PMT0001946,LON0000233,5865.31,2020-06-06
PMT0001947,LON0001208,6047.26,2022-04-09
PMT0001948,LON0002764,3926.72,2020-03-01
PMT0001949,LON0002420,5858.22,2020-11-23
PMT0001950,LON0000219,5927.08,2019-01-15
PMT0001951,LON0002609,3538.11,2021-04-18
PMT0001952,LON0002335,9369.94,2020-02-28
PMT0001953,LON0000104,1538.83,2024-12-06
PMT0001954,LON0001618,5727.59,2024-11-10
PMT0001955,LON0001443,6772.54,2021-10-18
PMT0001956,LON0002483,3334.94,2023-03-24
PMT0001957,LON0001291,2845.78,2020-05-03
PMT0001958,LON0001915,3340.64,2022-07-18
PMT0001959,LON0002715,9144.45,2022-09-29
PMT0001960,LON0000371,9487.7,2024-12-16
PMT0001961,LON0000924,5814.73,2019-05-05
PMT0001962,LON0003000,2076.83,2022-08-07
PMT0001963,LON0002229,5041.1,2024-01-10
PMT0001964,LON0000023,3100.51,2019-01-03
PMT0001965,LON0002147,4329.87,2020-06-24
PMT0001966,LON0001097,2752.4,2023-05-03
PMT0001967,LON0000700,3472.59,2019-10-17
PMT0001968,LON0002856,7523.89,2024-11-22
PMT0001969,LON0000148,3167.23,2018-12-06
PMT0001970,LON0000949,2123.3,2019-04-18
PMT0001971,LON0002459,8575.15,2022-12-08
PMT0001972,LON0002761,8390.46,2019-09-07
PMT0001973,LON0000516,1328.13,2022-01-04
PMT0001974,LON0000781,6353.46,2021-09-04
PMT0001975,LON0000696,7301.7,2022-02-04
PMT0001976,LON0001226,2889.9,2023-10-19
PMT0001977,LON0000160,4943.15,2024-06-16
PMT0001978,LON0002891,8045.29,2020-09-23
PMT0001979,LON0000035,2525.87,2024-04-15
PMT0001980,LON0002430,3224.89,2022-02-26
PMT0001981,LON0000440,4896.74,2019-03-12
PMT0001982,LON0001493,7367.31,2021-07-07
PMT0001983,LON0002499,2308.78,2022-05-23
PMT0001984,LON0002995,1408.68,2018-02-09
PMT0001985,LON0000733,7999.8,2024-09-18
PMT0001986,LON0000272,4069.4,2022-02-25
PMT0001987,LON0002548,5953.62,2020-12-28
PMT0001988,LON0001242,9802.56,2021-09-07
PMT0001989,LON0001518,6279.77,2023-10-24
PMT0001990,LON0001582,5459.14,2020-12-21
PMT0001991,LON0000410,9662.13,2022-09-03
PMT0001992,LON0002983,6376.92,2024-11-15
PMT0001993,LON0001782,3769.52,2022-07-10
PMT0001994,LON0001890,533.7,2021-02-11
PMT0001995,LON0000544,424.84,2023-07-02
PMT0001996,LON0000609,1186.74,2022-03-05
PMT0001997,LON0000372,1101.74,2019-01-01
PMT0001998,LON0002836,7627.45,2022-11-20
PMT0001999,LON0001696,9177.6,2018-04-09
PMT0002000,LON0002954,9494.16,2021-08-13
PMT0002001,LON0002334,1517.71,2022-04-14
PMT0002002,LON0001083,7224.18,2021-06-16
PMT0002003,LON0002827,5097.23,2021-07-23
PMT0002004,LON0002107,4164.54,2022-02-13
PMT0002005,LON0002397,7864.87,2018-03-28
PMT0002006,LON0002914,7698.82,2021-08-26
PMT0002007,LON0001805,6081.11,2018-10-19
PMT0002008,LON0000449,7228.22,2019-05-27
PMT0002009,LON0002357,3905.48,2019-10-15
PMT0002010,LON0000700,1192.46,2018-01-12
PMT0002011,LON0001866,3301.05,2021-01-04
PMT0002012,LON0001558,3497.0,2021-05-09
PMT0002013,LON0001682,8413.66,2020-09-05
PMT0002014,LON0000927,8873.58,2020-12-19
PMT0002015,LON0002901,6718.65,2019-10-01
PMT0002016,LON0000417,703.46,2021-10-11
PMT0002017,LON0000862,3281.15,2021-05-21
PMT0002018,LON0001180,596.04,2019-06-07
PMT0002019,LON0001525,143.63,2018-10-23
PMT0002020,LON0000335,6922.17,2020-11-05
PMT0002021,LON0000032,3426.02,2018-12-20
PMT0002022,LON0002934,6309.6,2020-03-26
PMT0002023,LON0000480,1855.41,2021-09-27
PMT0002024,LON0000260,1037.98,2018-04-26
PMT0002025,LON0002604,5476.76,2018-02-19
PMT0002026,LON0002396,2680.04,2023-09-28
PMT0002027,LON0000425,3182.88,2021-11-05
PMT0002028,LON0001639,8555.42,2023-06-21
PMT0002029,LON0000842,1537.4,2019-06-07
PMT0002030,LON0002184,8521.85,2023-08-22
PMT0002031,LON0002717,5190.73,2023-02-02
PMT0002032,LON0002112,2260.45,2021-07-31
PMT0002033,LON0002595,7794.98,2018-08-09
PMT0002034,LON0001886,2694.99,2018-07-23
PMT0002035,LON0000014,9262.97,2024-04-27
PMT0002036,LON0002459,2057.47,2022-10-21
PMT0002037,LON0001198,5219.49,2019-04-20
PMT0002038,LON0001124,2861.1,2019-05-25
PMT0002039,LON0001725,5991.72,2020-05-20
PMT0002040,LON0000572,9083.39,2024-10-29
PMT0002041,LON0000339,6336.29,2021-01-21
PMT0002042,LON0001148,4839.76,2022-12-13
PMT0002043,LON0000884,9389.4,2024-08-26
PMT0002044,LON0001884,9336.76,2018-07-07
PMT0002045,LON0000265,124.72,2019-06-09
PMT0002046,LON0001959,7111.17,2019-05-04
PMT0002047,LON0000543,9393.16,2019-12-30
PMT0002048,LON0002315,6748.47,2020-02-14
PMT0002049,LON0000006,1587.49,2018-06-18
PMT0002050,LON0000997,717.83,2024-12-29
PMT0002051,LON0001681,2331.05,2023-03-13
PMT0002052,LON0000423,786.17,2019-03-08
PMT0002053,LON0002254,1902.34,2020-02-09
PMT0002054,LON0000117,6886.06,2018-10-13
PMT0002055,LON0000735,6146.11,2018-01-27
PMT0002056,LON0001734,4347.62,2019-06-29
PMT0002057,LON0000934,7158.7,2019-01-30
PMT0002058,LON0002329,461.6,2021-12-08
PMT0002059,LON0001793,5868.85,2023-07-27
PMT0002060,LON0002368,1444.04,2022-04-13
PMT0002061,LON0001837,4085.37,2023-12-19
PMT0002062,LON0001293,5159.28,2020-02-02
PMT0002063,LON0000290,7539.17,2023-08-07
PMT0002064,LON0000061,2001.75,2024-12-01
PMT0002065,LON0002689,3802.06,2023-03-31
PMT0002066,LON0001162,1990.09,2020-05-09
PMT0002067,LON0002202,752.86,2022-01-08
PMT0002068,LON0002143,6704.37,2024-05-09
PMT0002069,LON0001441,8218.0,2020-07-06
PMT0002070,LON0001286,7707.97,2024-08-06
PMT0002071,LON0000221,2621.14,2019-04-28
PMT0002072,LON0000998,2609.0,2022-01-21
PMT0002073,LON0001730,2604.19,2024-05-28
PMT0002074,LON0000433,9078.08,2019-02-15
PMT0002075,LON0000034,1070.34,2022-05-20
PMT0002076,LON0001559,3433.64,2022-02-11
PMT0002077,LON0002199,4252.34,2018-07-05
PMT0002078,LON0002640,450.32,2022-07-06
PMT0002079,LON0001189,452.76,2022-11-10
PMT0002080,LON0001115,9059.42,2024-04-11
PMT0002081,LON0001741,4587.42,2022-03-07
PMT0002082,LON0000025,1140.65,2023-08-01
PMT0002083,LON0000431,3912.64,2024-05-02
PMT0002084,LON0000249,3281.1,2022-12-31
PMT0002085,LON0002747,9783.15,2024-07-17
PMT0002086,LON0001120,7057.62,2019-08-13
PMT0002087,LON0000485,6416.52,2019-01-27
PMT0002088,LON0000324,9793.84,2023-11-08
PMT0002089,LON0001459,7260.73,2022-07-31
PMT0002090,LON0001264,9306.77,2019-12-28
PMT0002091,LON0000686,5555.76,2023-10-07
PMT0002092,LON0001691,1205.33,2022-03-26
PMT0002093,LON0001450,309.98,2020-08-19
PMT0002094,LON0002244,3441.62,2020-06-05
PMT0002095,LON0001477,4843.94,2024-02-11
PMT0002096,LON0000692,9241.31,2018-09-04
PMT0002097,LON0000028,2651.05,2019-08-29
PMT0002098,LON0002795,3447.7,2018-09-09
PMT0002099,LON0000407,3623.88,2023-03-25
PMT0002100,LON0000354,8200.41,2023-12-05
PMT0002101,LON0000027,5139.13,2018-05-10
PMT0002102,LON0002889,4128.45,2024-03-12
PMT0002103,LON0000114,6744.12,2019-07-31
PMT0002104,LON0002645,4060.57,2020-09-19
PMT0002105,LON0002280,6148.15,2024-08-16
PMT0002106,LON0000684,2965.6,2023-12-19
PMT0002107,LON0001828,8856.49,2020-10-22
PMT0002108,LON0002366,4752.24,2022-01-16
PMT0002109,LON0001007,4645.07,2020-10-05
PMT0002110,LON0002125,8693.47,2020-05-03
PMT0002111,LON0002266,4951.3,2020-10-31
PMT0002112,LON0000961,9797.16,2018-08-02
PMT0002113,LON0001170,6853.2,2018-02-20
PMT0002114,LON0001981,9065.49,2019-12-03
PMT0002115,LON0001476,1416.23,2019-03-19
PMT0002116,LON0002664,6228.64,2019-01-02
PMT0002117,LON0001787,5405.98,2023-04-11
PMT0002118,LON0002538,4790.36,2024-05-30
PMT0002119,LON0001173,2282.57,2021-07-28
PMT0002120,LON0001886,6999.85,2022-12-02
PMT0002121,LON0000153,5747.39,2024-06-22
PMT0002122,LON0002606,5337.49,2020-12-23
PMT0002123,LON0000004,8654.98,2018-10-23
PMT0002124,LON0002340,6249.31,2020-12-12
PMT0002125,LON0001846,9866.35,2020-06-19
PMT0002126,LON0001988,6088.22,2020-06-15
PMT0002127,LON0000238,3899.69,2020-10-23
PMT0002128,LON0001021,4469.36,2022-10-29
PMT0002129,LON0000101,3859.29,2024-05-19
PMT0002130,LON0002221,2964.97,2020-02-08
PMT0002131,LON0000072,7293.43,2024-02-23
PMT0002132,LON0002998,1148.05,2018-10-18
PMT0002133,LON0002339,7369.08,2019-01-09
PMT0002134,LON0000577,5725.77,2022-11-22
PMT0002135,LON0000997,1472.88,2023-12-07
PMT0002136,LON0000346,1927.6,2018-04-04
PMT0002137,LON0002451,2924.88,2019-08-03
PMT0002138,LON0001045,7642.44,2024-02-07
PMT0002139,LON0000863,5885.05,2024-11-24
PMT0002140,LON0002468,6278.88,2019-05-13
PMT0002141,LON0002559,6516.24,2021-01-28
PMT0002142,LON0000632,109.39,2020-06-11
PMT0002143,LON0001157,2032.27,2018-04-15
PMT0002144,LON0002551,673.01,2022-12-15
PMT0002145,LON0002113,6828.01,2018-10-30
PMT0002146,LON0000946,6402.92,2019-03-17
PMT0002147,LON0000792,7027.53,2019-11-10
PMT0002148,LON0002182,6819.24,2020-02-21
PMT0002149,LON0002394,3409.06,2023-05-29
PMT0002150,LON0002374,1802.74,2023-10-06
PMT0002151,LON0001872,6404.72,2020-02-18
PMT0002152,LON0002108,4072.72,2022-10-09
PMT0002153,LON0001117,1995.7,2019-06-11
PMT0002154,LON0001508,4407.8,2021-06-27
PMT0002155,LON0000127,2916.07,2018-10-27
PMT0002156,LON0002870,6699.14,2024-03-21
PMT0002157,LON0000798,5776.26,2023-02-28
PMT0002158,LON0000706,527.1,2018-01-21
PMT0002159,LON0001096,695.47,2021-07-15
PMT0002160,LON0000862,4510.79,2022-07-01
PMT0002161,LON0002814,5569.47,2023-09-29
PMT0002162,LON0002904,1752.43,2024-03-03
PMT0002163,LON0001534,8491.92,2023-01-04
PMT0002164,LON0002053,7076.64,2019-06-18
PMT0002165,LON0001356,9434.06,2020-06-27
PMT0002166,LON0001253,9522.97,2018-05-14
PMT0002167,LON0001865,3878.82,2023-06-06
PMT0002168,LON0000887,7239.01,2019-09-18
PMT0002169,LON0001188,8100.11,2019-09-06
PMT0002170,LON0002382,353.94,2021-11-10
PMT0002171,LON0000533,1599.22,2021-02-24
PMT0002172,LON0001079,854.65,2018-05-26
PMT0002173,LON0002954,3346.02,2023-09-29
PMT0002174,LON0000675,770.88,2021-11-08
PMT0002175,LON0001957,8091.03,2018-07-22
PMT0002176,LON0002476,9663.02,2020-11-28
PMT0002177,LON0002668,8230.71,2024-01-15
PMT0002178,LON0001646,9912.59,2023-01-10
PMT0002179,LON0002888,6333.23,2024-08-19
PMT0002180,LON0000147,3462.89,2018-03-31
PMT0002181,LON0001352,8185.14,2018-01-24
PMT0002182,LON0002762,2298.55,2018-09-24
PMT0002183,LON0000353,851.84,2020-10-12
PMT0002184,LON0001861,7832.75,2024-03-10
PMT0002185,LON0000099,9959.98,2023-03-02
PMT0002186,LON0002770,7455.0,2022-11-17
PMT0002187,LON0002828,2509.72,2023-09-10
PMT0002188,LON0001079,5521.79,2024-05-05
PMT0002189,LON0000178,4454.79,2020-08-15
PMT0002190,LON0001579,3651.9,2021-09-30
PMT0002191,LON0000583,1693.09,2022-03-08
PMT0002192,LON0002713,6603.85,2022-07-29
PMT0002193,LON0000467,9310.77,2019-03-19
PMT0002194,LON0002114,7135.63,2018-02-01
PMT0002195,LON0000783,6604.59,2020-07-26
PMT0002196,LON0002320,4446.11,2022-10-03
PMT0002197,LON0000988,5633.44,2022-04-02
PMT0002198,LON0001340,6608.99,2023-05-15
PMT0002199,LON0000937,4956.3,2022-08-05
PMT0002200,LON0002232,5225.74,2022-04-21
PMT0002201,LON0002886,3220.24,2023-04-25
PMT0002202,LON0000412,2957.5,2020-02-22
PMT0002203,LON0001414,2318.55,2024-03-22
PMT0002204,LON0001156,3471.7,2023-11-08
PMT0002205,LON0000219,3868.58,2019-11-11
PMT0002206,LON0001383,7120.45,2018-06-04
PMT0002207,LON0000610,4659.61,2024-06-04
PMT0002208,LON0001675,2786.97,2022-06-07
PMT0002209,LON0002535,9485.79,2021-02-16
PMT0002210,LON0000394,4829.43,2021-08-10
PMT0002211,LON0001730,4619.13,2020-05-24
PMT0002212,LON0000449,7435.41,2019-12-05
PMT0002213,LON0000387,8684.69,2024-07-18
PMT0002214,LON0001449,914.68,2020-04-28
PMT0002215,LON0001024,4981.79,2020-02-06
PMT0002216,LON0001313,3940.56,2019-10-10
PMT0002217,LON0002263,3354.43,2024-11-28
PMT0002218,LON0001346,4133.3,2024-10-06
PMT0002219,LON0002394,173.8,2020-03-14
PMT0002220,LON0000793,3046.17,2023-08-04
PMT0002221,LON0000847,8698.89,2018-07-26
PMT0002222,LON0002594,2615.92,2024-03-02
PMT0002223,LON0002283,9920.27,2018-07-09
PMT0002224,LON0001284,8549.09,2018-12-02
PMT0002225,LON0000682,4775.65,2019-01-03
PMT0002226,LON0000673,1599.99,2022-09-15
PMT0002227,LON0001965,4081.22,2018-03-23
PMT0002228,LON0000404,2076.31,2022-03-11
PMT0002229,LON0001197,6840.51,2019-10-08
PMT0002230,LON0002558,9874.64,2021-08-28
PMT0002231,LON0001817,6035.82,2023-02-04
PMT0002232,LON0001389,5899.79,2022-11-16
PMT0002233,LON0000513,3456.15,2021-01-04
PMT0002234,LON0002483,5754.61,2021-07-29
PMT0002235,LON0002693,8386.23,2018-07-11
PMT0002236,LON0000295,6073.98,2020-08-10
PMT0002237,LON0001713,9744.88,2024-05-10
PMT0002238,LON0001486,6753.28,2021-08-30
PMT0002239,LON0000163,7874.91,2023-10-04
PMT0002240,LON0000544,6207.35,2018-06-22
PMT0002241,LON0001771,3940.58,2022-04-21
PMT0002242,LON0001826,590.21,2024-11-11
